slovo,$F-Factor-1,$F-Factor-2,$F-Factor-3,$F-Factor-4,$F-Factor-5
"C",0.853862,0.425985,0.321041,2.251939,0.916996
"T",0.134175,2.586637,0.922487,-0.493627,0.176595
"C",-1.158035,-0.255608,-0.194182,2.149857,0.472899
"M",-0.117667,-1.045244,-0.411882,-2.031919,0.244978
"G",-0.493707,-1.190123,0.420745,1.619528,-0.214663
"K",0.529666,0.486338,0.411679,0.222978,0.859987
"K",0.042725,-0.396066,-1.239573,1.761857,1.872830
"E",-1.254612,-0.652065,-0.029405,0.562041,-1.144977
"N",0.833279,0.613695,0.014336,-1.398734,0.266951
"Z",-0.792322,-0.129987,1.770029,-0.071781,-0.339937
"M",-0.203252,-0.474089,-3.013793,-0.455792,1.184729
"I",-1.063818,-0.210730,0.179200,0.163553,1.218516
"I",-1.154202,-0.140625,1.133816,-0.411338,-0.399811
"Y",0.314129,1.055556,-0.120484,-0.777223,0.209171
"H",0.090574,-0.352655,-2.227386,0.385956,1.581688
"F",-0.042268,0.605272,1.224478,-0.384541,-0.639159
"W",-0.910500,1.721352,-1.099534,-1.226043,-0.269830
"O",0.152653,-0.940017,0.065717,-0.668033,-0.180999
"B",-0.635900,-0.415664,-0.151544,-0.069645,-1.435828
"X",1.375805,0.075114,1.490448,-0.689602,0.283847
"R",-0.010892,-0.563234,-0.700788,1.434287,-0.683823
"O",0.674613,-0.546318,-0.877668,-0.429845,-0.671423
"I",-0.539221,-0.118579,1.002252,-0.068692,-0.641620
"Y",0.055330,-0.269000,-0.207717,0.583558,-1.639320
"V",-0.317329,0.196996,-0.947945,-0.856865,-0.489392
"L",-1.207975,-0.896179,-0.170222,0.239915,-1.127597
"F",-0.131541,0.838185,1.126729,-1.039052,-0.354505
"O",-0.341262,-0.425712,-0.554781,0.793831,-0.155614
"V",-1.101642,1.133774,-1.337822,-0.256206,0.777627
"U",-1.928003,0.533055,-1.847410,0.375464,0.448073
"H",1.169312,-0.138263,-0.588775,-0.373654,-0.522534
"T",0.216048,2.655909,0.847284,-0.777391,-0.302060
"L",-1.309192,-1.170697,-0.683845,1.029749,-0.804350
"D",1.790278,-0.187172,1.145214,-0.364612,-0.184779
"Z",0.110136,-0.119568,-0.018167,-0.575326,-2.012492
"B",-0.094824,-0.418200,0.493354,-0.859586,-0.897007
"E",0.417432,-0.048027,1.289532,-0.029699,0.243489
"O",-0.957421,-0.258508,-0.468566,-0.361867,-0.563239
"F",-0.234191,1.212286,1.063393,-1.033700,-0.675830
"C",-1.498678,0.578275,0.415013,0.699187,0.994660
"J",0.745086,-0.509004,-0.218513,0.037307,-0.146216
"C",0.228896,-0.221108,-0.040980,2.895795,0.947468
"G",0.078011,0.345782,-1.357661,-0.190582,-1.539369
"V",-1.056096,2.109305,-0.378552,-0.159129,0.294582
"J",-2.038154,-1.661074,0.444978,-1.350622,1.859865
"C",1.349161,-0.167280,-0.558788,0.446740,0.190820
"S",0.176876,-0.939373,1.267470,-0.054043,0.073387
"T",-0.423829,-0.203449,-0.390901,0.617808,-0.923547
"C",0.300424,0.474988,0.774870,2.055189,1.731146
"W",-1.231678,1.164427,-1.636408,-1.186911,-0.268238
"B",-0.541727,-0.616833,-0.575595,0.928159,-1.584232
"J",0.621889,-0.306840,0.023670,-0.360742,0.208761
"O",0.492386,-0.574709,-0.074769,0.095393,1.022772
"O",0.543175,0.725972,-0.399029,0.534506,0.892670
"D",-1.364542,-0.301523,0.336732,-1.541233,-0.559354
"A",-1.689221,-1.610228,-0.073762,-1.714253,0.786067
"D",0.409764,-0.303545,0.387229,0.014756,-0.870181
"J",1.294009,0.406003,0.805845,-0.450984,-0.374205
"Y",1.324844,0.033842,-0.309066,0.259466,-1.633252
"D",-0.304119,-0.441648,-0.307687,1.327142,-0.869923
"N",0.081062,0.539584,0.062988,-0.703083,1.172243
"Y",-1.502780,1.111900,-0.197158,-0.207672,-1.222461
"W",0.229743,2.468528,-0.454101,0.039688,1.870745
"C",-0.131247,-0.612399,0.455451,2.635736,0.950887
"L",-1.423970,-1.283004,1.372752,0.012114,0.271680
"C",-0.198706,-0.303324,-0.382778,1.054178,-0.600060
"A",-0.631682,-1.597328,0.173042,-1.506503,0.455275
"F",-1.115550,2.431407,0.275518,-0.418996,-0.182794
"C",0.122455,-0.303122,-0.312467,1.228106,-0.393913
"P",-0.706319,1.911615,-0.018485,-0.473467,-0.886835
"Q",1.790093,-1.710290,1.343036,0.613842,0.963131
"E",-0.892236,0.109373,1.026890,-0.305836,-0.163773
"M",-0.210585,-0.338485,-2.882290,-0.389235,1.349528
"M",0.834546,-0.127366,-0.808201,-0.004083,-1.316674
"G",0.255704,-0.991023,-1.019255,-0.076979,0.329081
"H",0.396553,-0.498759,-0.644140,0.012194,-0.479582
"H",0.646375,0.089127,0.681084,-0.456016,0.477680
"I",-0.870596,0.099659,1.875643,-0.712710,1.076848
"O",0.084058,-0.484379,-0.193312,0.844031,-0.269522
"S",0.880402,-1.778442,0.597413,-0.661903,0.910026
"Q",-1.296985,-0.682217,-0.814250,0.055579,-0.780612
"B",-0.267951,-0.607813,-0.411438,0.693745,-1.213483
"W",1.632395,-0.403204,-1.092401,-1.077375,-0.495593
"Z",-0.510546,-0.169330,0.679459,1.355390,-1.034195
"O",0.515296,0.186815,-1.535961,-0.602891,-0.524090
"S",-0.534752,0.147958,1.228484,-0.124296,-0.289945
"Q",-1.579403,-0.614373,-1.274823,0.005657,-0.352200
"U",1.103980,-0.200527,-0.873357,0.563251,0.036110
"H",-1.400982,-0.172962,-0.579754,-0.221815,-0.466157
"T",-0.315248,2.064755,1.270929,-0.373610,-0.133118
"L",0.395114,-0.750085,1.037006,1.159112,0.012036
"C",0.494032,-0.146570,-0.439566,0.718881,0.544359
"C",0.198310,0.862124,0.856057,1.618025,1.691799
"H",-2.001100,-0.347516,-2.108811,-0.545270,0.278787
"X",-0.520794,-0.688161,1.475338,-0.842518,0.118421
"H",1.236746,-0.188620,0.862701,-0.418820,0.502384
"E",-0.622361,-0.351507,1.068111,3.511608,0.404838
"A",-0.538687,-1.908541,0.532889,-2.067995,0.953018
"F",-0.346436,2.503896,0.577028,0.121022,0.435576
"X",0.351454,0.005007,0.902912,-0.198760,-0.008375
"B",1.377078,-1.354900,0.422593,-0.221357,0.858224
"V",1.109711,0.405786,-0.961651,-0.482172,-0.123933
"P",0.223846,-0.064983,0.411398,-1.740471,-0.628293
"D",0.159429,0.222474,-0.163227,1.083428,-0.812250
"S",-0.675811,-0.720323,1.142632,-0.582052,-0.829778
"H",1.607635,1.207109,-0.388229,-0.989611,-2.019079
"H",-0.291759,-0.395112,-2.379369,0.372905,1.705260
"H",1.716465,-1.123274,0.599529,-1.008967,0.002833
"U",0.814126,-0.188418,-0.250667,-0.711211,0.163026
"R",0.608408,-0.663776,-0.656085,-0.817211,-1.656781
"N",-1.044282,0.228129,-0.897208,-1.161180,-0.488824
"P",0.159922,0.130137,-1.406838,-1.313056,-1.190660
"C",-0.416340,-0.760375,0.511628,2.907551,0.901817
"B",-0.162583,-0.980688,0.666624,-1.092226,-0.462335
"Z",0.446496,-0.429700,2.146634,0.342232,-0.066838
"E",1.289518,0.279848,-0.471095,0.898514,-1.464731
"E",0.924226,-0.741981,1.716924,0.112219,0.239221
"W",0.588262,1.940037,-0.807759,-0.941219,0.412117
"H",0.019036,-0.330371,-2.052656,0.184161,1.330681
"L",0.236222,-0.868356,0.198558,-0.587507,1.201347
"O",1.208081,0.124136,-0.303012,0.514998,1.080891
"G",1.718432,-0.474261,-1.091270,0.231764,-1.107711
"Z",-0.025003,-1.787295,0.752379,-1.015656,-0.277670
"O",0.555535,-0.435342,-0.327085,0.525808,0.304361
"S",0.228966,-0.646118,0.869465,1.478799,-1.686909
"J",0.487965,-0.686109,0.335885,-0.606348,0.461846
"M",0.838042,-0.555818,-2.647181,-0.121186,1.843920
"H",0.527065,-0.293628,-2.060955,0.281699,1.414625
"T",-1.447192,1.611867,0.111134,0.328984,-0.485104
"I",-1.350976,-0.214453,0.077244,0.015046,0.971112
"P",-0.696703,1.888019,-0.225936,-0.378731,-1.150692
"X",-0.956152,-0.391250,0.513141,-0.066269,-1.621418
"Y",-0.419797,2.300601,1.167804,-0.343620,-1.412926
"O",0.599695,-0.229645,-0.431030,0.195018,0.736435
"Z",-0.500269,-0.145550,2.058701,0.239439,-0.442832
"U",0.891076,0.037121,-0.854977,-0.310412,0.198502
"X",-0.702850,-0.391593,0.763001,0.144267,-1.813669
"R",0.121206,0.054500,-0.522763,-0.531343,-1.180027
"D",0.533603,-0.341217,-0.181330,-0.906589,-1.630049
"L",-0.858179,-0.956669,-0.105559,0.348542,-0.738252
"P",1.133724,0.521338,-1.143180,-0.655410,-1.161156
"E",-0.496865,-0.567040,0.436152,0.979968,-0.994866
"G",1.341564,-1.003723,-1.485433,-0.188850,0.242062
"X",1.287841,1.686818,1.391953,0.712544,0.909936
"A",-0.703350,-2.004271,0.287964,-1.901638,1.038278
"U",0.099423,0.510476,-1.769157,0.996892,1.379682
"X",1.284528,-0.785036,1.617647,-0.936159,-0.000900
"G",0.147965,-1.018120,-1.034301,-0.086842,0.257696
"V",-1.178422,1.396454,-0.744073,-0.144645,0.019958
"T",-0.502092,1.614629,-0.013489,0.546277,-0.127701
"K",0.084736,1.128620,-0.069462,1.100788,1.385809
"F",1.021538,0.891914,0.891064,-0.961419,0.522548
"I",-0.275548,-0.122638,0.945644,0.559147,-0.175919
"N",1.721337,-0.440146,0.790393,-2.820962,-0.304116
"U",-0.348477,-0.316186,-0.849941,0.072042,0.376087
"O",0.623304,-0.266091,-0.785937,-0.443772,-0.213746
"P",0.820184,1.567650,0.684382,-0.373941,-0.497582
"U",-0.549511,0.373943,-1.760025,1.033885,1.637827
"T",1.096060,2.196516,0.892696,-0.929029,-0.659355
"B",1.276104,-0.893929,0.192015,-0.684673,-0.714364
"F",-0.125258,1.826008,0.999780,-0.114548,-0.260762
"L",-1.361680,-1.113479,-0.455700,1.312225,-0.616183
"F",-1.275257,1.679311,0.326615,-0.649949,-0.978550
"D",1.025993,-0.283868,-0.092013,-0.160988,-1.392282
"T",1.253490,2.432061,0.580311,-0.799029,-0.110820
"C",-1.025259,-0.176254,-0.048416,1.965671,0.665641
"S",1.893749,-0.603456,0.003758,0.535974,-1.585224
"U",0.537839,-0.007467,-0.470036,-0.208310,0.111142
"V",1.524320,1.672837,-0.913896,-0.449321,-0.482436
"U",1.959146,0.099965,-1.467831,-0.766454,-1.486879
"M",-1.039017,-0.337579,-2.690291,-0.575560,1.132919
"J",0.219127,-0.544585,0.460733,-1.321263,-0.616417
"J",-1.768352,-0.817885,0.849214,-1.492611,0.831831
"X",0.845295,1.409691,1.227577,0.453413,0.853022
"I",-0.973653,-0.241364,-0.159764,0.107073,1.199339
"D",1.512538,-0.140245,-1.131526,-0.254028,-0.460716
"B",0.556644,-0.156773,-1.216394,-0.086480,-2.000869
"D",0.094630,-0.292090,0.119931,-0.218972,-1.083475
"E",-1.537383,-0.589220,0.523631,2.510157,-0.482374
"P",0.836257,-0.324979,-0.499865,0.532433,-0.806073
"Z",-0.335128,-0.379231,2.510096,1.670498,-1.272957
"G",-0.068710,-0.559000,-0.572816,1.325000,0.158679
"L",0.163271,-0.754287,1.115912,0.491531,0.970046
"J",0.283018,-1.864959,1.154982,-1.633373,2.619857
"W",2.184888,0.355480,-1.909891,-1.513575,-0.868971
"I",0.823488,-0.153733,1.474241,0.534774,0.102542
"E",-0.761492,-0.461828,0.268946,0.942182,-1.195502
"I",-1.762433,-0.235595,0.788068,-0.055698,-0.456725
"Y",-0.349670,2.194882,1.186336,-0.468296,-0.814640
"C",-0.323438,0.928057,0.796486,0.969366,1.057954
"V",-0.432564,1.317969,-0.799763,0.130181,1.443767
"P",0.344659,-0.577329,-0.316641,0.242859,-0.029629
"R",2.433228,-1.511044,0.177122,-0.376040,1.130142
"U",-1.907210,0.535809,-1.892115,0.387148,0.599877
"A",-2.064324,-1.200127,-0.593480,-1.612956,0.140845
"M",0.649913,0.493501,-0.144566,0.061550,1.686559
"K",0.797819,0.394892,1.218698,-0.257038,0.462527
"T",-0.329765,0.844193,0.439725,0.292588,-0.119316
"Q",-0.056063,0.376654,-0.564087,0.299180,-0.226186
"X",-0.132358,-0.269713,-0.369249,0.097448,-0.009381
"J",-0.032322,-0.923354,1.961074,-1.107784,2.389388
"X",-1.397108,-0.466828,0.273082,0.087126,-1.601009
"F",-0.648512,1.493118,0.335412,-0.422889,-0.525087
"S",0.356983,-0.714115,0.786650,1.830460,-1.609176
"V",0.906352,2.260244,0.179154,0.897649,2.151901
"X",-0.683870,-0.689140,1.219934,-0.887958,-0.452308
"M",2.521042,1.202679,-2.109528,-0.561720,-0.058864
"T",1.623605,0.396447,0.036999,1.523856,-0.605358
"S",-1.915007,-0.618039,0.120908,0.276352,-2.184013
"C",-0.195111,-0.400410,0.700629,2.521611,0.551638
"I",0.297924,-0.452876,-0.188765,-0.050897,-1.706473
"P",0.312757,1.218030,-0.620422,-0.204986,-0.411038
"D",0.314608,-0.424570,-0.848275,-0.066449,-0.866552
"C",0.547626,-0.400943,-0.677709,1.274055,0.377798
"T",-1.595702,2.059244,0.588963,-1.159864,-0.539682
"D",0.444146,-0.214332,-0.370966,-0.044789,0.280687
"P",0.804280,1.939881,0.734816,-0.807545,-0.954398
"G",0.301303,-1.017922,-1.074272,0.293873,-0.565382
"J",-1.610999,-0.153301,1.120564,-1.634562,1.126079
"W",-0.409175,1.796361,-1.154086,-0.576050,0.232930
"Y",-0.067607,1.352108,0.260687,0.743804,-0.278420
"U",-2.077468,0.647258,-1.772631,0.459199,0.462767
"Y",-0.870861,1.703127,-0.425281,-0.336041,1.004267
"W",-0.411766,1.325479,-1.394340,-0.705638,0.054108
"F",0.943073,0.101392,0.680820,-0.905805,-0.801687
"U",-0.799729,0.186403,-1.645689,0.416942,1.225355
"C",0.138972,-0.158713,-0.009989,1.326564,-0.603856
"S",0.107593,-0.145597,1.473979,-0.088076,-0.069241
"W",-0.061787,1.940681,-1.148044,-1.090574,-0.354247
"T",-1.061798,1.170758,0.320856,-0.020480,0.137124
"S",1.509467,1.247532,0.574769,-0.464460,-2.196740
"W",-1.115209,0.481630,-2.104627,-1.464158,0.332897
"I",-0.688127,0.828199,2.138947,-1.194087,0.472957
"C",-0.047182,-0.715701,0.506905,2.352134,0.846503
"Z",-1.133730,-0.274066,0.479330,1.306727,-1.854377
"A",1.171296,-1.730753,-0.074904,-0.233503,2.282955
"S",0.374744,-1.526450,0.725947,-0.606843,0.122179
"F",1.253498,-0.321471,-0.715497,0.478035,-1.656052
"I",-0.583438,0.103382,1.977598,-0.564202,1.324252
"G",1.519267,-0.985472,-0.570128,0.359287,-0.425766
"Q",1.420427,1.194454,-2.132671,1.104134,-0.907025
"O",0.844787,0.022957,-0.412020,0.800813,0.156995
"V",-1.087276,1.362542,-1.155834,-0.370258,0.736285
"O",1.069072,-0.869158,-0.866402,-0.196723,-0.651204
"S",1.036430,-0.576642,-0.080662,0.738703,-1.249604
"D",0.869535,-0.034896,-0.517097,-0.479224,-0.665598
"U",-1.313514,0.563615,-0.693027,0.232833,-0.062972
"T",0.900152,-0.084619,-0.143299,0.199553,-0.498124
"U",-0.239896,0.573622,-0.642239,1.007423,0.376847
"A",0.787959,-0.653878,-0.231962,-1.140233,-1.174106
"S",0.628619,-0.672088,1.089287,0.769702,-2.045125
"J",0.491979,0.350410,2.208075,-1.195526,1.011606
"W",0.145503,0.903795,-1.939763,-0.325018,1.024089
"M",0.794726,-0.707984,-1.191562,-1.441970,0.309762
"E",0.333024,-0.010102,0.933265,0.979046,-0.134506
"Y",-0.600470,2.305790,1.312480,-0.322235,-0.732997
"X",-0.096920,-0.785876,1.348499,-1.450083,-0.583170
"X",-0.634172,-0.276693,-0.252002,-0.131770,-0.122466
"K",-0.358032,-0.376749,-1.083741,1.309446,1.469675
"U",0.541114,0.188898,-0.934590,0.459892,0.438204
"D",-1.304482,-0.428066,0.156663,-1.193875,-0.607966
"M",-0.193977,-0.531959,-2.605298,-0.449227,1.634240
"T",-1.228347,2.309731,0.249387,-1.219471,-0.819309
"K",0.112342,0.687202,0.762010,0.717443,1.098181
"O",-0.162428,-1.024297,-0.270754,0.261246,0.755833
"P",-1.394839,1.507319,0.481799,-1.234685,-1.242355
"Q",1.396581,0.017599,-0.410047,1.114716,-0.003643
"Y",-0.167816,0.975886,-0.108218,0.451636,-0.454205
"S",-0.013394,-0.498680,0.741943,1.388391,-2.157328
"X",-0.084926,1.004587,1.245042,0.402761,0.488273
"M",-0.120531,0.300638,-0.708557,-0.215670,1.227195
"C",-0.859655,0.144406,-0.103230,1.924334,0.307758
"J",-1.566805,-0.129276,1.155713,-1.370504,1.540576
"L",0.111250,-0.931152,-0.433996,1.385618,-0.053139
"F",0.482967,-0.162480,-0.375158,0.636474,-1.192553
"X",-0.310022,-0.842931,0.682961,0.665598,-1.539970
"E",-0.944045,-0.415577,0.596496,2.862090,0.118549
"D",-0.367174,-0.108577,-0.232230,0.929231,-0.727651
"W",0.219230,-0.232462,-1.303254,-0.554725,0.158039
"L",-1.206796,-1.154382,-0.487903,1.576244,-0.402709
"U",-0.605933,0.925872,0.433920,0.515677,0.555983
"H",0.111881,0.014190,0.683999,-0.912869,-0.054088
"K",-1.440112,0.909877,0.494569,0.332009,0.768931
"W",1.140560,2.473719,-0.995421,-0.523210,1.693745
"W",-0.834148,1.266417,-1.642758,-1.051934,-0.518301
"R",-0.363946,-0.450885,-0.878747,0.813467,-0.568049
"Q",0.157359,-0.775605,-0.579339,1.140579,-0.384136
"S",0.234616,-0.319042,0.938641,1.145353,-2.110949
"U",1.699545,1.464189,0.535009,0.834842,0.576948
"O",0.860348,-0.362614,-0.803588,0.107443,0.240587
"A",-0.104459,-0.917801,0.524469,-1.739239,-0.644054
"N",0.943858,-0.300297,-2.401041,0.170921,1.380590
"D",0.860086,-0.540407,-0.826913,-0.231620,-1.106132
"F",0.219920,2.642578,0.684082,-0.208552,0.679639
"T",-0.526767,2.205878,0.689612,-1.073266,-0.709415
"H",0.770985,0.003843,-1.973749,0.505456,1.463161
"X",-0.288679,-0.271136,-0.116358,0.032221,0.195335
"O",-0.927329,-0.356339,-0.406730,-0.336617,0.392257
"Y",2.606629,1.185664,-0.745372,0.499590,-2.678570
"C",1.396042,0.389837,1.283626,0.311801,0.996756
"N",-0.829118,0.789373,-0.451879,-1.128108,0.551136
"Z",1.060987,-0.374074,0.570363,-0.141229,-0.892967
"P",-0.217045,1.454062,-0.150522,-1.570548,-1.450614
"V",1.472847,1.677946,-0.233264,-0.646327,0.020584
"M",0.671787,-0.728651,-2.205945,-0.384302,1.789262
"R",0.328319,0.063476,-0.631392,-0.439064,-1.214612
"B",1.238501,-0.243691,-0.293344,-0.208432,-1.172210
"Z",0.447171,0.302174,2.070453,0.659163,-0.043540
"Y",-0.233749,1.369725,0.019092,-1.089015,-0.354400
"X",-0.107828,-0.903808,1.298128,-1.348988,-0.561273
"L",-0.922914,-0.786477,1.244944,0.785058,0.221355
"L",-0.666416,-0.916958,-0.103640,1.406099,-0.069834
"X",0.617528,-0.422953,0.489580,0.062575,-0.793101
"S",1.249392,-0.476803,0.341810,-0.414549,-2.732104
"S",0.469526,-0.902441,-0.540355,0.240003,-1.914115
"O",0.095061,-0.075175,-0.840058,0.342897,0.234541
"E",0.203603,0.419256,0.829214,0.151982,0.351889
"Y",-1.988557,1.060653,-0.877425,-0.690534,0.247708
"O",1.444664,1.128872,0.021313,0.995637,0.990184
"G",0.939644,-0.163771,0.071514,-0.711411,-0.936322
"A",-0.685928,-1.416982,0.097645,-1.482725,0.254657
"D",0.208487,-0.220088,0.352434,-0.812503,-0.165100
"Y",0.137064,1.496934,0.608668,0.933569,0.056870
"T",-0.901449,1.852593,0.278179,0.516966,-0.072218
"V",-0.844855,2.023848,-0.436700,-0.363732,0.203954
"G",-0.257846,-1.157240,0.409309,1.983615,-0.351102
"N",0.304824,-0.448281,-2.899989,0.623109,1.086328
"G",1.807155,-1.494310,-1.273022,0.334019,-1.239920
"E",1.431844,-1.215898,1.415011,-0.541697,0.243787
"D",-0.144350,-0.209790,0.154218,0.145884,-1.300966
"Q",-1.299662,-0.547160,-0.820639,0.062423,-0.850475
"C",0.832387,-0.551043,-0.631086,1.594932,0.806525
"W",1.067493,-0.140904,-1.108223,-0.222615,-0.042367
"O",0.059276,-0.840191,-0.093803,-0.611111,-0.444483
"I",0.676762,-0.632740,0.687903,-1.830245,-1.043589
"W",0.049983,-0.084604,-1.362445,-0.326389,0.144607
"P",-0.018225,1.368604,0.354472,-1.871735,-1.282404
"E",-0.737244,-0.442164,1.014264,3.398963,0.142036
"V",-0.440402,2.028295,-0.491605,0.226787,0.685672
"D",1.493126,-1.511791,0.873599,-0.623546,0.682969
"N",-0.994612,0.599272,-0.891074,-1.069915,-0.812077
"H",0.539341,-0.144881,-0.473957,0.313136,-0.066235
"W",0.439530,0.511477,-1.867361,-0.969199,0.922521
"A",0.498558,-2.822353,0.188175,-1.105597,2.321515
"N",1.043745,0.595724,-0.761773,0.905958,0.733667
"A",-1.250832,-1.551430,-0.233109,-1.730052,0.018955
"Z",0.365067,0.598446,-0.185795,-0.221306,-1.612926
"N",0.420074,0.370253,0.013357,-1.236729,0.798424
"Z",-0.897433,-0.700773,1.619657,0.118785,-0.297869
"V",-0.291801,1.117600,-1.063753,0.024613,1.659737
"B",2.058415,-0.902254,0.200808,-0.710426,-0.447198
"M",-0.622426,-1.040154,-1.214525,-0.082132,1.184593
"R",1.346709,-1.150220,0.702975,0.093263,-0.026806
"B",0.643211,-1.586913,0.162204,-0.460537,0.663855
"E",-1.520924,-0.215026,0.723595,0.311870,0.126697
"K",-1.205746,-0.714766,-0.366320,0.559023,-1.034499
"E",-0.973260,-0.314443,0.873122,3.343873,-0.209417
"X",0.530661,-0.405698,0.891565,1.134444,-1.164050
"Z",-0.224649,-1.248164,1.661465,0.087092,0.019638
"A",-0.387209,-1.645561,-0.027231,-1.034374,0.415335
"F",0.918013,0.827030,-0.217166,-0.126286,-1.587233
"O",0.152234,-0.532960,-0.361420,0.796589,0.453906
"M",0.317582,-2.702745,0.298209,-2.718008,2.457435
"O",-0.678407,-0.437014,-0.480742,0.018569,-0.237460
"K",0.323877,-0.619514,0.063016,1.489380,-0.124125
"Q",-0.198601,-0.732015,-1.630287,1.016711,-0.599168
"I",0.883593,-0.208164,-0.017158,0.479565,-1.492214
"U",-0.581652,1.015867,0.292068,0.650327,0.732808
"G",0.394739,-1.278009,0.415915,2.209153,0.060130
"X",-1.814979,-0.367561,-0.208285,-0.137063,-0.871542
"A",-0.961665,-1.922126,0.167868,-1.872412,0.782408
"T",-1.428919,1.159755,0.208263,-0.302210,0.369264
"J",-0.342212,-0.275130,0.110526,-1.719398,-1.383475
"A",-0.518834,-2.116367,-0.008466,-1.693563,1.055903
"P",-2.180365,0.786903,-0.732549,-0.884097,-1.141261
"K",-0.325466,-0.434089,-1.499552,1.731415,1.732877
"Y",-0.834922,1.199536,-0.389530,-0.364822,0.496117
"W",1.113576,0.385705,-1.692998,-0.919240,1.377947
"K",0.184764,-0.422759,0.044449,1.524752,-0.126273
"W",-0.085440,1.467890,-1.940622,-1.074905,-0.581121
"M",2.120874,0.915936,-1.498049,0.499024,0.496300
"W",3.197835,-0.521069,-1.303982,0.238614,-2.120099
"F",0.809373,-0.208898,1.546558,-0.497703,-0.160213
"K",0.223378,-0.889104,-0.598619,0.247017,-0.736932
"T",-0.043832,1.951429,0.176357,0.587566,0.080746
"U",-0.017812,-0.297478,-0.970169,0.180227,0.043306
"U",-0.321424,0.162105,-1.702307,0.633592,1.263259
"I",-1.313062,0.098721,1.968192,-0.864968,1.091261
"D",0.253166,-0.163954,-0.104012,0.712233,-0.646253
"L",-2.249473,-1.073835,-0.789056,0.547039,-1.052349
"A",0.390294,-1.912372,0.392018,-1.730450,1.157809
"I",-0.305400,0.179785,2.350665,-0.532694,1.577710
"V",-0.696629,2.079875,-0.367893,-0.457963,0.507608
"Z",0.454677,0.404455,-0.031688,-0.641729,-2.076424
"H",-0.247905,-0.337383,-2.213170,0.291817,1.393446
"C",-1.818899,-0.863690,0.397586,2.403506,0.417464
"Y",-2.142444,1.320637,-1.278517,-0.592328,0.102620
"H",0.718543,-0.236172,0.212065,-0.622881,0.073572
"F",-1.523991,1.289140,0.480207,-1.267226,-0.182592
"A",-0.696942,-1.997075,0.232267,-1.920180,0.346774
"B",0.632912,-0.442915,-0.632761,-0.748287,-0.854019
"T",0.596523,1.847766,1.863443,-0.304355,0.440778
